source,target,weight,lift,source_chr,source_start,source_end,source_cluster,target_chr,target_start,target_end,target_cluster,source_protein,target_protein
chr22_19773105-19821351_cluster130,chr22_39577521-39600259_cluster64,2,5.32497,chr22,19773105,19821351,cluster130,chr22,39577521,39600259,cluster64,O43435;Q9BYB4,Q9P0X4
chr22_37276728-37285225_cluster146,chr22_37416456-37447223_cluster46,2,6.79467,chr22,37276728,37285225,cluster146,chr22,37416456,37447223,cluster46,Q9UIA0,
chr22_37416456-37447223_cluster46,chr22_39577521-39600259_cluster64,2,7.02897,chr22,37416456,37447223,cluster46,chr22,39577521,39600259,cluster64,,Q9P0X4
chr22_21084128-21097378_cluster9,chr22_27240185-27248628_cluster31,2,6.9904,chr22,21084128,21097378,cluster9,chr22,27240185,27248628,cluster31,,
chr22_22370689-22385243_cluster4,chr22_27240185-27248628_cluster31,2,7.54963,chr22,22370689,22385243,cluster4,chr22,27240185,27248628,cluster31,,
chr22_22370689-22385243_cluster4,chr22_43429411-43471880_cluster441,2,6.79467,chr22,22370689,22385243,cluster4,chr22,43429411,43471880,cluster441,,O15442
chr22_17286047-17311850_cluster62,chr22_39577521-39600259_cluster64,2,7.02897,chr22,17286047,17311850,cluster62,chr22,39577521,39600259,cluster64,,Q9P0X4
chr22_27274059-27281429_cluster13,chr22_42340130-42375220_cluster43,2,6.125,chr22,27274059,27281429,cluster13,chr22,42340130,42375220,cluster43,,
chr22_21084128-21097378_cluster9,chr22_48346281-48358281_cluster409,3,11.3244,chr22,21084128,21097378,cluster9,chr22,48346281,48358281,cluster409,,
chr22_18130176-18154397_cluster25,chr22_27274059-27281429_cluster13,2,7.25926,chr22,18130176,18154397,cluster25,chr22,27274059,27281429,cluster13,Q9NY65,
chr22_18040448-18059257_cluster152,chr22_30559334-30585088_cluster17,2,5.66222,chr22,18040448,18059257,cluster152,chr22,30559334,30585088,cluster17,,O00541
chr22_36798723-36813403_cluster11,chr22_43429411-43471880_cluster441,2,5.85747,chr22,36798723,36813403,cluster11,chr22,43429411,43471880,cluster441,P20472,O15442
chr22_33299764-33359267_cluster281,chr22_39577521-39600259_cluster64,2,6.75862,chr22,33299764,33359267,cluster281,chr22,39577521,39600259,cluster64,O95461,Q9P0X4
chr22_22943618-23011425_cluster15,chr22_44098586-44103463_cluster12,2,5.1371,chr22,22943618,23011425,cluster15,chr22,44098586,44103463,cluster12,,Q9HBI1
chr22_42340130-42375220_cluster43,chr22_43429411-43471880_cluster441,2,5.30833,chr22,42340130,42375220,cluster43,chr22,43429411,43471880,cluster441,,O15442
chr22_42340130-42375220_cluster43,chr22_48346281-48358281_cluster409,2,6.37,chr22,42340130,42375220,cluster43,chr22,48346281,48358281,cluster409,,
chr22_43429411-43471880_cluster441,chr22_48346281-48358281_cluster409,2,6.79467,chr22,43429411,43471880,cluster441,chr22,48346281,48358281,cluster409,O15442,
chr22_39123775-39179317_cluster157,chr22_43429411-43471880_cluster441,2,6.06667,chr22,39123775,39179317,cluster157,chr22,43429411,43471880,cluster441,O95931,O15442
chr22_43429411-43471880_cluster441,chr22_44051606-44076464_cluster26,2,5.85747,chr22,43429411,43471880,cluster441,chr22,44051606,44076464,cluster26,O15442,Q9HBI1
chr22_44098586-44103463_cluster12,chr22_46684568-46701053_cluster27,2,5.47957,chr22,44098586,44103463,cluster12,chr22,46684568,46701053,cluster27,Q9HBI1,Q8TCT0
chr22_44051606-44076464_cluster26,chr22_48593175-48616504_cluster52,2,6.27586,chr22,44051606,44076464,cluster26,chr22,48593175,48616504,cluster52,Q9HBI1,Q7Z5A7
chr22_27795907-27840691_cluster127,chr22_45275462-45289532_cluster53,2,7.02897,chr22,27795907,27840691,cluster127,chr22,45275462,45289532,cluster53,Q10571,O75631
chr22_18978115-18995264_cluster32,chr22_26270093-26284739_cluster73,2,7.54963,chr22,18978115,18995264,cluster32,chr22,26270093,26284739,cluster73,,Q9BYH1
chr22_26838327-26848544_cluster25,chr22_27795907-27840691_cluster127,2,7.84,chr22,26838327,26848544,cluster25,chr22,27795907,27840691,cluster127,,Q10571
chr22_26838327-26848544_cluster33,chr22_46090628-46101290_cluster8,2,7.0,chr22,26838327,26848544,cluster33,chr22,46090628,46101290,cluster8,,
chr22_44051606-44076464_cluster26,chr22_46090628-46101290_cluster8,2,6.75862,chr22,44051606,44076464,cluster26,chr22,46090628,46101290,cluster8,Q9HBI1,
chr22_22879507-22914880_cluster90,chr22_30559334-30585088_cluster17,2,6.53333,chr22,22879507,22914880,cluster90,chr22,30559334,30585088,cluster17,A0A0A0MT76;A0M8Q6;B9A064;P0CF74;P0CG04;P0DOX8;P0DOY2;P0DOY3,O00541
chr22_18040448-18059257_cluster152,chr22_23766514-23847298_cluster36,2,5.47957,chr22,18040448,18059257,cluster152,chr22,23766514,23847298,cluster36,,P24347;Q12824;Q8WYQ3;Q96Q80
chr22_21084128-21097378_cluster9,chr22_32156952-32181456_cluster50,2,6.74074,chr22,21084128,21097378,cluster9,chr22,32156952,32181456,cluster50,,Q6IC83
chr22_21084128-21097378_cluster9,chr22_36798723-36813403_cluster11,2,6.5083,chr22,21084128,21097378,cluster9,chr22,36798723,36813403,cluster11,,P20472
chr22_21084128-21097378_cluster9,chr22_44098586-44103463_cluster12,2,6.08841,chr22,21084128,21097378,cluster9,chr22,44098586,44103463,cluster12,,Q9HBI1
