node_id,type,protein_id,gene_symbol,graph_degree,graph_weight,graph_lift,beta_phenotype,mean_log2_intensity,detection_rate,phenotype_difference,site,label
gene:APOL2,gene,,APOL2,,,,,,,,,
protein:P07305,protein,P07305,H1-0,504.0,2049.0,3388.074100000005,0.0,6.869628142155446,0.86525,0.030123149380375303,,
gene:H1-0,gene,,H1-0,,,,,,,,,
protein:O75600,protein,O75600,GCAT,520.0,2267.0,3477.804220000004,0.0,12.484449179460032,0.9445,0.062315016941631995,,
gene:GCAT,gene,,GCAT,,,,,,,,,
protein:Q9UGY1,protein,Q9UGY1,NOL12,504.0,2049.0,3388.074100000005,0.0,11.513248322147653,0.93125,0.024909537407772575,,
gene:NOL12,gene,,NOL12,,,,,,,,,
protein:Q9H2D6,protein,Q9H2D6,TRIOBP,504.0,2049.0,3388.074100000005,0.0,8.045560554612338,0.8835,-0.07137543007938163,,
gene:TRIOBP,gene,,TRIOBP,,,,,,,,,
protein:Q9Y519,protein,Q9Y519,TMEM184B,163.0,1939.0,995.34077,0.0,15.74865070210632,0.997,0.030318806987905234,,
gene:TMEM184B,gene,,TMEM184B,,,,,,,,,
protein:O95502,protein,O95502,NPTXR,301.0,1091.0,1903.34585,0.0,11.333517501346257,0.9285,0.007881215915645612,,
gene:NPTXR,gene,,NPTXR,,,,,,,,,
protein:O96015,protein,O96015,DNAL4,301.0,1091.0,1903.34585,-0.1801430583790487,12.091916180371353,0.9425,-0.19961781783450938,,
gene:DNAL4,gene,,DNAL4,,,,,,,,,
protein:Q15049,protein,Q15049,MLC1,14.0,364.0,83.09653999999999,0.0,11.955023626227765,0.94175,0.020932529952025547,,
gene:MLC1,gene,,MLC1,,,,,,,,,
protein:Q9BXT6,protein,Q9BXT6,MOV10L1,14.0,364.0,83.09653999999999,0.0,14.962373668188738,0.9855,-0.008060258515962815,,
gene:MOV10L1,gene,,MOV10L1,,,,,,,,,
protein:A6PVC2,protein,A6PVC2,TTLL8,14.0,364.0,83.09653999999999,0.0,9.315783904204956,0.89775,-0.024086635679759993,,
gene:TTLL8,gene,,TTLL8,,,,,,,,,
protein:A0A024R1R8,protein,A0A024R1R8,TMA7B,408.0,1848.0,2775.295470000002,0.0,11.593003462972828,0.9385,0.015870863102568578,,
gene:TMA7B,gene,,TMA7B,,,,,,,,,
protein:Q12772,protein,Q12772,SREBF2,276.0,2723.0,2054.9810399999997,0.0,12.680280168999209,0.94675,0.014216582695398827,,
gene:SREBF2,gene,,SREBF2,,,,,,,,,
protein:P55769,protein,P55769,SNU13,51.0,804.0,278.99939,0.0,9.692513024403619,0.91175,-0.007537610947066398,,
gene:SNU13,gene,,SNU13,,,,,,,,,
protein:Q92871,protein,Q92871,PMM1,51.0,804.0,278.99939,0.0,13.876147384694667,0.97025,0.0020026498894356592,,
gene:PMM1,gene,,PMM1,,,,,,,,,
protein:Q6ICB0,protein,Q6ICB0,DESI1,51.0,804.0,278.99939,0.0,8.283636697766468,0.88425,0.0583740895619016,,
gene:DESI1,gene,,DESI1,,,,,,,,,
protein:Q9H6E4,protein,Q9H6E4,CCDC134,51.0,804.0,278.99939,0.868771216493547,10.403177606177607,0.9065,0.8591844170262615,,
gene:CCDC134,gene,,CCDC134,,,,,,,,,
protein:Q9Y534,protein,Q9Y534,CSDC2,51.0,804.0,278.99939,0.0,7.969069550466497,0.88425,0.02163619475734979,,
gene:CSDC2,gene,,CSDC2,,,,,,,,,
protein:Q5TIA1,protein,Q5TIA1,MEI1,51.0,804.0,278.99939,0.0,7.35798764367816,0.87,-0.001971537765055764,,
gene:MEI1,gene,,MEI1,,,,,,,,,
protein:P12956,protein,P12956,XRCC6,51.0,804.0,278.99939,0.0,14.41171523347793,0.97975,0.02916835887599234,,
gene:XRCC6,gene,,XRCC6,,,,,,,,,
protein:Q6NVV7,protein,Q6NVV7,CDPF1,399.0,3172.0,2557.07812,0.0,15.577112927565393,0.994,0.03528248797565503,,
gene:CDPF1,gene,,CDPF1,,,,,,,,,
protein:Q9UKI3,protein,Q9UKI3,VPREB3,881.0,4431.0,5758.592660000014,0.1164408892581127,12.52501798941799,0.945,0.06267544395042535,,
gene:VPREB3,gene,,VPREB3,,,,,,,,,
protein:Q8WYQ4,protein,Q8WYQ4,C22orf15,881.0,4431.0,5758.592660000014,0.0,9.428022947193806,0.90425,-0.04831631356830357,,
gene:C22orf15,gene,,C22orf15,,,,,,,,,
protein:P30536,protein,P30536,TSPO,1130.0,4805.0,7676.824680000027,0.0,14.246216799383507,0.97325,0.02552512226672654,,
gene:TSPO,gene,,TSPO,,,,,,,,,
protein:B1AH88,protein,B1AH88,TSPO,1130.0,4805.0,7676.824680000027,0.0,15.481851954602776,0.99125,-0.04272103509910252,,
protein:Q9BXK5,protein,Q9BXK5,BCL2L13,70.0,669.0,429.9602,-0.4016006618046185,12.604419003115265,0.963,-0.41844103895525286,,
gene:BCL2L13,gene,,BCL2L13,,,,,,,,,
protein:P55957,protein,P55957,BID,119.0,978.0,723.6299400000001,0.0,12.701335164835164,0.9555,-0.009174190328305798,,
gene:BID,gene,,BID,,,,,,,,,
protein:P19440,protein,P19440,GGT1,623.0,3682.0,3869.453209999997,0.0,12.096146432374866,0.939,-0.0333871536035808,,
gene:GGT1,gene,,GGT1,,,,,,,,,
protein:Q2VPJ9,protein,Q2VPJ9,LRRC75B,1080.0,5662.0,6854.358190000002,0.0,12.086975285676322,0.94075,-0.02826129046392367,,
gene:LRRC75B,gene,,LRRC75B,,,,,,,,,
protein:Q5THK1,protein,Q5THK1,PRR14L,1147.0,6438.0,7488.256349999993,0.0,15.222554265522461,0.9905,-0.03296217963698922,,
gene:PRR14L,gene,,PRR14L,,,,,,,,,
protein:Q9Y442,protein,Q9Y442,YWHAH-AS1,611.0,4011.0,3946.190149999999,0.0,6.587566212691973,0.86275,0.08514408721705546,,
gene:YWHAH-AS1,gene,,YWHAH-AS1,,,,,,,,,
protein:O75140,protein,O75140,DEPDC5,611.0,4011.0,3946.190149999999,0.0,9.05215369595537,0.89625,-0.029506558999546684,,
gene:DEPDC5,gene,,DEPDC5,,,,,,,,,
protein:Q9Y3I0,protein,Q9Y3I0,RTCB,70.0,1190.0,417.5788999999999,0.0,10.335331877729258,0.916,-0.0006310833962821505,,
gene:RTCB,gene,,RTCB,,,,,,,,,
protein:P85299,protein,P85299,PRR5,3725.0,19223.0,24564.09122999984,0.0,11.39585644504749,0.92125,0.04723261605047746,,
gene:PRR5,gene,,PRR5,,,,,,,,,
protein:O43808,protein,O43808,SLC25A17,385.0,3556.0,2363.212140000001,0.0,12.91818877818563,0.9535,-0.07783145934934765,,
gene:SLC25A17,gene,,SLC25A17,,,,,,,,,
protein:P62877,protein,P62877,RBX1,164.0,1982.0,944.9070999999996,0.0,6.7472084662220935,0.86225,0.0642211099891341,,
gene:RBX1,gene,,RBX1,,,,,,,,,
protein:Q9NQH7,protein,Q9NQH7,XPNPEP3,164.0,1982.0,944.9070999999996,0.0,10.341567420321438,0.91775,0.0538664059182441,,
gene:XPNPEP3,gene,,XPNPEP3,,,,,,,,,
protein:Q8NFI4,protein,Q8NFI4,ST13P5,164.0,1982.0,944.9070999999996,0.0,15.463126856279889,0.99325,0.01957344256213389,,
gene:ST13P5,gene,,ST13P5,,,,,,,,,
protein:Q7Z6W7,protein,Q7Z6W7,DNAJB7,164.0,1982.0,944.9070999999996,0.0,14.291340920716111,0.9775,0.012472938783821164,,
gene:DNAJB7,gene,,DNAJB7,,,,,,,,,
protein:P50502,protein,P50502,ST13,164.0,1982.0,944.9070999999996,0.0,15.860499498243854,0.9965,0.10995297506772417,,
gene:ST13,gene,,ST13,,,,,,,,,
protein:P15018,protein,P15018,LIF,841.0,4910.0,5386.619750000002,0.0,13.284356034709438,0.95075,-0.007646461218323353,,
gene:LIF,gene,,LIF,,,,,,,,,
protein:P13725,protein,P13725,OSM,841.0,4910.0,5386.619750000002,0.0,12.093378586609989,0.941,0.013325522002167745,,
gene:OSM,gene,,OSM,,,,,,,,,
protein:O75679,protein,O75679,RFPL3,199.0,1747.0,1273.54891,0.0,7.575283433133732,0.87675,-0.018585773439810716,,
gene:RFPL3,gene,,RFPL3,,,,,,,,,
protein:P0C7P2,protein,P0C7P2,RFPL3S,199.0,1747.0,1273.54891,0.0,15.924593445083813,0.99925,0.023212678468059522,,
gene:RFPL3S,gene,,RFPL3S,,,,,,,,,
protein:P09601,protein,P09601,HMOX1,612.0,3172.0,4089.97535,0.0,6.619368988633052,0.85775,-0.01263662533183929,,
gene:HMOX1,gene,,HMOX1,,,,,,,,,
protein:P33992,protein,P33992,MCM5,984.0,5040.0,6417.0620700000145,0.0,13.630186621551275,0.9605,0.02744320261025912,,
gene:MCM5,gene,,MCM5,,,,,,,,,
protein:P35625,protein,P35625,TIMP3,611.0,3399.0,3827.944830000008,0.0,8.586020804048356,0.88925,-0.013591550963301557,,
gene:TIMP3,gene,,TIMP3,,,,,,,,,
protein:O00587,protein,O00587,MFNG,1055.0,4654.0,7179.837550000011,0.0,5.992374815688588,0.84775,0.00013875073925451176,,
gene:MFNG,gene,,MFNG,,,,,,,,,
protein:Q6P5X5,protein,Q6P5X5,C22orf39,11.0,266.0,57.09067,0.0,15.419043105621375,0.99175,0.017706739338176902,,
gene:C22orf39,gene,,C22orf39,,,,,,,,,
protein:O75419,protein,O75419,CDC45,11.0,266.0,57.09067,0.0,14.813684010152285,0.985,0.10394341009361163,,
gene:CDC45,gene,,CDC45,,,,,,,,,
protein:O00501,protein,O00501,CLDN5,11.0,266.0,57.09067,0.0,11.64590353441403,0.94075,-0.0051613694619074835,,
gene:CLDN5,gene,,CLDN5,,,,,,,,,
protein:Q92890,protein,Q92890,UFD1,11.0,266.0,57.09067,-0.4189407972683309,7.033533045977012,0.87,-0.4463065901636982,,
gene:UFD1,gene,,UFD1,,,,,,,,,
protein:Q9UIA0,protein,Q9UIA0,CYTH4,1575.0,7317.0,10557.51469999999,0.0,6.233097010550998,0.853,-0.024873047742740795,,
gene:CYTH4,gene,,CYTH4,,,,,,,,,
protein:P56706,protein,P56706,WNT7B,2054.0,10323.0,13730.361100000018,0.0,8.01445295281153,0.88475,0.09770388374242422,,
gene:WNT7B,gene,,WNT7B,,,,,,,,,
protein:Q8IWD4,protein,Q8IWD4,CCDC117,480.0,2782.0,3054.7996800000005,0.0,15.780434161023326,0.99675,0.03686470563436295,,
gene:CCDC117,gene,,CCDC117,,,,,,,,,
protein:Q8IWL3,protein,Q8IWL3,HSCB,480.0,2782.0,3054.7996800000005,0.0,8.64507636159461,0.8905,0.05071293403700672,,
gene:HSCB,gene,,HSCB,,,,,,,,,
protein:P17861,protein,P17861,XBP1,480.0,2782.0,3054.7996800000005,0.0,9.977128748280606,0.90875,0.017215297157623155,,
gene:XBP1,gene,,XBP1,,,,,,,,,
protein:O95696,protein,O95696,BRD1,183.0,1226.0,1117.71351,0.0,15.860749874812218,0.9985,0.01968814533472063,,
gene:BRD1,gene,,BRD1,,,,,,,,,
protein:O75132,protein,O75132,ZBED4,183.0,1226.0,1117.71351,0.0,11.83191604278075,0.935,-0.058196428931131194,,
gene:ZBED4,gene,,ZBED4,,,,,,,,,
protein:Q6UXH1,protein,Q6UXH1,CRELD2,183.0,1226.0,1117.71351,0.0,6.812679953106683,0.853,-0.017346144419611242,,
gene:CRELD2,gene,,CRELD2,,,,,,,,,
protein:Q9BV10,protein,Q9BV10,ALG12,183.0,1226.0,1117.71351,0.0,7.4228387843704775,0.86375,0.008373543621828183,,
gene:ALG12,gene,,ALG12,,,,,,,,,
protein:Q96NN9,protein,Q96NN9,AIFM3,1668.0,7485.0,11302.552499999989,0.0,12.99743883951908,0.9565,0.02977218811572513,,
gene:AIFM3,gene,,AIFM3,,,,,,,,,
protein:Q969R2,protein,Q969R2,OSBP2,1366.0,7001.0,9269.0145,0.0,12.899315597287426,0.9585,-0.026170013104847456,,
gene:OSBP2,gene,,OSBP2,,,,,,,,,
protein:O95931,protein,O95931,CBX7,567.0,2539.0,3807.133740000007,0.0,15.868224837255882,0.9985,-0.007666484692384401,,
gene:CBX7,gene,,CBX7,,,,,,,,,
protein:O43246,protein,O43246,SLC7A4,580.0,3660.0,3726.7836200000024,0.0,14.447433094994892,0.979,0.08090850881130507,,
gene:SLC7A4,gene,,SLC7A4,,,,,,,,,
protein:O15547,protein,O15547,P2RX6,1342.0,7760.0,8562.153519999998,0.9350242542281072,10.48784252619967,0.9065,0.9557198630907386,,
gene:P2RX6,gene,,P2RX6,,,,,,,,,
protein:Q6ZQY2,protein,Q6ZQY2,LRRC74B,580.0,3660.0,3726.7836200000024,0.0,9.973257001647447,0.9105,-0.0331570004412427,,
gene:LRRC74B,gene,,LRRC74B,,,,,,,,,
protein:Q6ZR54,protein,Q6ZR54,Q6ZR54,90.0,388.0,552.3177900000001,0.0,7.368545662100456,0.876,0.004394018063997862,,
protein:P12036,protein,P12036,NEFH,810.0,3685.0,5406.05751,0.0,8.59507055214724,0.8965,-0.04521202733661056,,
gene:NEFH,gene,,NEFH,,,,,,,,,
protein:O75677,protein,O75677,RFPL1,810.0,3685.0,5406.05751,0.0,13.547208831168831,0.9625,-0.029979368607078172,,
gene:RFPL1,gene,,RFPL1,,,,,,,,,
protein:Q6ICG8,protein,Q6ICG8,WBP2NL,225.0,1919.0,1775.981649999999,-0.0307874380252479,14.926940802845529,0.984,-0.048638931123290874,,
gene:WBP2NL,gene,,WBP2NL,,,,,,,,,
protein:Q9NSP4,protein,Q9NSP4,CENPM,225.0,1919.0,1775.981649999999,0.0,11.45378581062854,0.92675,-0.018572999332773676,,
gene:CENPM,gene,,CENPM,,,,,,,,,
protein:P17050,protein,P17050,NAGA,325.0,2714.0,2400.066710000002,0.0,9.288106548279687,0.901,0.053041140209062476,,
gene:NAGA,gene,,NAGA,,,,,,,,,
protein:Q96RJ3,protein,Q96RJ3,TNFRSF13C,225.0,1919.0,1775.981649999999,0.0,12.40683956796628,0.949,-0.06239143366393485,,
gene:TNFRSF13C,gene,,TNFRSF13C,,,,,,,,,
protein:Q9UH03,protein,Q9UH03,SEPTIN3,225.0,1919.0,1775.981649999999,0.0,13.921393366157035,0.96475,0.003354967058626812,,
gene:SEPTIN3,gene,,SEPTIN3,,,,,,,,,
protein:B8ZZ34,protein,B8ZZ34,SHISA8,225.0,1919.0,1775.981649999999,0.0,10.876544438386041,0.917,0.03460696412420816,,
gene:SHISA8,gene,,SHISA8,,,,,,,,,
protein:A0A590UK83,protein,A0A590UK83,SMIM45,225.0,1919.0,1775.981649999999,0.0,14.145900128700129,0.97125,0.001433604697169244,,
gene:SMIM45,gene,,SMIM45,,,,,,,,,
protein:O43247,protein,O43247,CIMIP4,635.0,2715.0,4162.46953,0.0,10.579069172113291,0.918,-0.061329555108669,,
gene:CIMIP4,gene,,CIMIP4,,,,,,,,,
protein:P25325,protein,P25325,MPST,662.0,2868.0,4318.240940000002,0.0,12.101669781099838,0.9365,0.03915352338901812,,
gene:MPST,gene,,MPST,,,,,,,,,
protein:Q16762,protein,Q16762,TST,635.0,2715.0,4162.46953,0.0,9.931196672122207,0.9165,-0.0004744160499523531,,
gene:TST,gene,,TST,,,,,,,,,
protein:Q9BXW7,protein,Q9BXW7,HDHD5,788.0,3872.0,5118.408560000001,0.0,7.590098089535216,0.87675,0.011794180007710153,,
gene:HDHD5,gene,,HDHD5,,,,,,,,,
protein:Q9NZK5,protein,Q9NZK5,ADA2,258.0,1206.0,1599.6955899999996,0.0,12.870845129276574,0.95725,-0.023326859712042847,,
gene:ADA2,gene,,ADA2,,,,,,,,,
protein:Q15080,protein,Q15080,NCF4,1816.0,8621.0,11688.597660000009,0.0,9.024851105513573,0.89325,-0.007527755402778169,,
gene:NCF4,gene,,NCF4,,,,,,,,,
protein:Q6ICC9,protein,Q6ICC9,RTL6,1107.0,6214.0,7209.514589999993,0.0,15.226214666328344,0.98525,0.011642019659410252,,
gene:RTL6,gene,,RTL6,,,,,,,,,
protein:P78395,protein,P78395,PRAME,931.0,3989.0,6093.132380000004,0.0,12.286109989373008,0.941,0.012914071325212717,,
gene:PRAME,gene,,PRAME,,,,,,,,,
protein:P13224,protein,P13224,GP1BB,1861.0,7801.0,12200.686060000022,0.0,11.805592087677091,0.93525,0.008808441748477946,,
gene:GP1BB,gene,,GP1BB,,,,,,,,,
protein:Q99719,protein,Q99719,SEPTIN5,1861.0,7801.0,12200.686060000022,0.0,7.102754325259515,0.867,-0.014378983810202861,,
gene:SEPTIN5,gene,,SEPTIN5,,,,,,,,,
protein:O00192,protein,O00192,ARVCF,156.0,1513.0,969.2667800000004,0.0,9.642533940397353,0.906,0.04614363597922022,,
gene:ARVCF,gene,,ARVCF,,,,,,,,,
protein:P14174,protein,P14174,MIF,443.0,2864.0,2828.7876300000044,0.0,8.60388866911557,0.88475,0.05404533666079381,,
gene:MIF,gene,,MIF,,,,,,,,,
protein:O60704,protein,O60704,TPST2,375.0,2592.0,2552.522040000004,0.0,15.09366211085801,0.98775,0.037743014443014644,,
gene:TPST2,gene,,TPST2,,,,,,,,,
protein:Q9UG56,protein,Q9UG56,PISD,541.0,2527.0,3584.092689999994,0.0,6.946975073313783,0.8525,-0.03803015415198718,,
gene:PISD,gene,,PISD,,,,,,,,,
protein:Q9NRA8,protein,Q9NRA8,EIF4ENIF1,541.0,2527.0,3584.092689999994,0.0,10.521910724006533,0.9185,-0.01891508388082208,,
gene:EIF4ENIF1,gene,,EIF4ENIF1,,,,,,,,,
protein:A8K8P3,protein,A8K8P3,SFI1,541.0,2527.0,3584.092689999994,0.0,12.273845847704962,0.94225,-0.051870625247374846,,
gene:SFI1,gene,,SFI1,,,,,,,,,
protein:Q9NPC4,protein,Q9NPC4,A4GALT,148.0,1616.0,869.9505599999999,0.0,15.762129331993973,0.9955,-0.029462325121327737,,
gene:A4GALT,gene,,A4GALT,,,,,,,,,
protein:Q7Z412,protein,Q7Z412,PEX26,787.0,3496.0,5358.118510000009,0.0,13.616636012364761,0.9705,-0.0254518406928117,,
gene:PEX26,gene,,PEX26,,,,,,,,,
protein:A0A0A0MRZ9,protein,A0A0A0MRZ9,IGLV5-52,778.0,3858.0,5168.93199,0.0,8.999264978902954,0.88875,-0.012741763407710494,,
gene:IGLV5-52,gene,,IGLV5-52,,,,,,,,,
protein:P01701,protein,P01701,IGLV1-51,778.0,3858.0,5168.93199,0.0,14.221316208579502,0.97325,0.02435187067131217,,
gene:IGLV1-51,gene,,IGLV1-51,,,,,,,,,
protein:O75678,protein,O75678,RFPL2,292.0,1681.0,1802.194239999999,0.0,15.395805296343001,0.99125,-0.007739026545507954,,
gene:RFPL2,gene,,RFPL2,,,,,,,,,
protein:Q9UMW8,protein,Q9UMW8,USP18,848.0,3335.0,5653.524530000015,0.0,15.356408528892253,0.99075,-0.016670894355183208,,
gene:USP18,gene,,USP18,,,,,,,,,
protein:Q9BZR6,protein,Q9BZR6,RTN4R,239.0,1732.0,1423.1684199999995,0.0,9.371802007808142,0.8965,0.012380639893008194,,
gene:RTN4R,gene,,RTN4R,,,,,,,,,
protein:Q9H1I8,protein,Q9H1I8,ASCC2,14.0,562.0,78.19045999999999,0.0,10.198323626373627,0.91,0.016599397093282064,,
gene:ASCC2,gene,,ASCC2,,,,,,,,,
protein:Q86V35,protein,Q86V35,CABP7,14.0,562.0,78.19045999999999,0.0,12.674513797634692,0.95125,-0.040317084656877,,
gene:CABP7,gene,,CABP7,,,,,,,,,
protein:Q9UDW1,protein,Q9UDW1,UQCR10,14.0,562.0,78.19045999999999,-0.1085493620302542,8.907556178201176,0.89225,-0.12056209698855724,,
gene:UQCR10,gene,,UQCR10,,,,,,,,,
protein:Q9UDW3,protein,Q9UDW3,ZMAT5,14.0,562.0,78.19045999999999,0.0,6.851688401615696,0.8665,-0.09101414326948376,,
gene:ZMAT5,gene,,ZMAT5,,,,,,,,,
protein:Q13615,protein,Q13615,MTMR3,127.0,890.0,853.6016899999996,0.0,11.175745698924732,0.93,-0.03588966211012412,,
gene:MTMR3,gene,,MTMR3,,,,,,,,,
protein:Q8N7B1,protein,Q8N7B1,HORMAD2,127.0,890.0,853.6016899999996,-1.0245205650950984,6.524614146060955,0.8695,-0.9806796719021733,,
gene:HORMAD2,gene,,HORMAD2,,,,,,,,,
protein:Q8NEJ0,protein,Q8NEJ0,DUSP18,291.0,1873.0,1842.5589,0.0,8.500597002262442,0.884,0.01553559918349201,,
gene:DUSP18,gene,,DUSP18,,,,,,,,,
protein:Q6ICL7,protein,Q6ICL7,SLC35E4,291.0,1873.0,1842.5589,0.0,12.690166181529506,0.94475,-0.019207002386384175,,
gene:SLC35E4,gene,,SLC35E4,,,,,,,,,
protein:P20062,protein,P20062,TCN2,291.0,1873.0,1842.5589,0.0,7.949697907709945,0.87225,0.014472070086299027,,
gene:TCN2,gene,,TCN2,,,,,,,,,
protein:Q9BWW8,protein,Q9BWW8,APOL6,86.0,365.0,540.1986000000002,0.0,14.847977099236642,0.9825,0.012785030626641714,,
gene:APOL6,gene,,APOL6,,,,,,,,,
protein:Q9H4K1,protein,Q9H4K1,RIBC2,306.0,1201.0,2184.8607799999986,0.0,13.129300390117034,0.96125,-0.02116010485622688,,
gene:RIBC2,gene,,RIBC2,,,,,,,,,
protein:Q8WUA7,protein,Q8WUA7,TBC1D22A,4071.0,17962.0,26585.676639999903,0.0,12.708110994764397,0.955,-0.03141649651287359,,
gene:TBC1D22A,gene,,TBC1D22A,,,,,,,,,
protein:Q9UKX7,protein,Q9UKX7,NUP50,467.0,2849.0,2898.801829999998,0.0,13.606831991690472,0.96275,0.006147191110128958,,
gene:NUP50,gene,,NUP50,,,,,,,,,
protein:Q00587,protein,Q00587,CDC42EP1,1312.0,7578.0,8721.503630000007,0.0,13.547355081881987,0.96175,-0.08984053531877656,,
gene:CDC42EP1,gene,,CDC42EP1,,,,,,,,,
protein:P05162,protein,P05162,LGALS2,1312.0,7578.0,8721.503630000007,0.0,7.681708250071367,0.87575,-0.009763218264871476,,
gene:LGALS2,gene,,LGALS2,,,,,,,,,
protein:Q8NET5,protein,Q8NET5,NFAM1,1028.0,4538.0,7111.047999999994,0.0,13.428611743404035,0.9665,0.029934965767743904,,
gene:NFAM1,gene,,NFAM1,,,,,,,,,
protein:Q96M85,protein,Q96M85,Q96M85,434.0,1892.0,2776.129339999997,0.0,14.723282397959181,0.98,0.012732754688034476,,
protein:Q9Y3I1,protein,Q9Y3I1,FBXO7,754.0,4157.0,4982.333009999991,0.0,12.797566902330454,0.95475,-0.06668879046846676,,
gene:FBXO7,gene,,FBXO7,,,,,,,,,
protein:P35579,protein,P35579,MYH9,818.0,4222.0,5201.150169999997,0.0,8.851585112359551,0.89,-0.021395976572113895,,
gene:MYH9,gene,,MYH9,,,,,,,,,
protein:Q9BT49,protein,Q9BT49,THAP7,767.0,4237.0,4872.03983000001,0.0,11.083257481801025,0.92725,0.06299546640935816,,
gene:THAP7,gene,,THAP7,,,,,,,,,
protein:Q8N653,protein,Q8N653,LZTR1,769.0,4289.0,4882.366920000009,0.0,11.073474054054055,0.925,-0.05433033106104901,,
gene:LZTR1,gene,,LZTR1,,,,,,,,,
protein:Q9H4I8,protein,Q9H4I8,SERHL2,333.0,1696.0,2089.355300000001,0.0,12.370085381971979,0.94575,0.013048575997336442,,
gene:SERHL2,gene,,SERHL2,,,,,,,,,
protein:Q9NQF3,protein,Q9NQF3,SERHL,333.0,1696.0,2089.355300000001,0.0,10.300547847545928,0.91175,0.04224852845383964,,
gene:SERHL,gene,,SERHL,,,,,,,,,
protein:Q9NSQ0,protein,Q9NSQ0,RRP7BP,333.0,1696.0,2089.355300000001,0.0,13.565096665805118,0.96725,0.013098502037030002,,
gene:RRP7BP,gene,,RRP7BP,,,,,,,,,
protein:P00387,protein,P00387,CYB5R3,363.0,1847.0,2277.090860000001,0.0,11.708093147751606,0.934,-0.015949949928597107,,
gene:CYB5R3,gene,,CYB5R3,,,,,,,,,
protein:Q9BY77,protein,Q9BY77,POLDIP3,333.0,1696.0,2089.355300000001,0.0,14.972361933687672,0.98775,-0.04683130793799073,,
gene:POLDIP3,gene,,POLDIP3,,,,,,,,,
protein:Q9Y3A4,protein,Q9Y3A4,RRP7A,333.0,1696.0,2089.355300000001,0.3679920524327954,6.3507988859571975,0.85275,0.29773034512646923,,
gene:RRP7A,gene,,RRP7A,,,,,,,,,
protein:Q9BR01,protein,Q9BR01,SULT4A1,357.0,1625.0,2368.7574600000003,0.0,14.336121165248775,0.96975,-0.014188894558916587,,
gene:SULT4A1,gene,,SULT4A1,,,,,,,,,
protein:Q9ULT6,protein,Q9ULT6,ZNRF3,344.0,1454.0,2314.45211,0.501454934474039,10.45077921719956,0.907,0.5207038962050206,,
gene:ZNRF3,gene,,ZNRF3,,,,,,,,,
protein:Q96MU8,protein,Q96MU8,KREMEN1,718.0,3122.0,4681.506000000005,0.0,8.127972403982932,0.87875,0.039300493652181245,,
gene:KREMEN1,gene,,KREMEN1,,,,,,,,,
protein:Q96A84,protein,Q96A84,EMID1,588.0,2303.0,3805.1713199999976,0.0,14.980059659812136,0.98475,0.025459136781403657,,
gene:EMID1,gene,,EMID1,,,,,,,,,
protein:O43251,protein,O43251,RBFOX2,98.0,1088.0,560.9736000000001,0.0,15.30385361552028,0.99225,-0.003643389965551691,,
gene:RBFOX2,gene,,RBFOX2,,,,,,,,,
protein:O60755,protein,O60755,GALR3,17.0,240.0,96.24372,0.0,15.363906131718396,0.99075,0.005660271418866714,,
gene:GALR3,gene,,GALR3,,,,,,,,,
protein:Q6UXY1,protein,Q6UXY1,BAIAP2L2,680.0,3571.0,4435.09273,0.0,6.534836698858648,0.85425,-0.04265724611247812,,
gene:BAIAP2L2,gene,,BAIAP2L2,,,,,,,,,
protein:Q9BZE7,protein,Q9BZE7,C22orf23,17.0,240.0,96.24372,0.0,13.557555903049256,0.95925,0.03573770817379973,,
gene:C22orf23,gene,,C22orf23,,,,,,,,,
protein:Q8N3F8,protein,Q8N3F8,MICALL1,17.0,240.0,96.24372,0.0,11.94559611805371,0.94025,0.047360964438629694,,
gene:MICALL1,gene,,MICALL1,,,,,,,,,
protein:Q6NXT1,protein,Q6NXT1,ANKRD54,17.0,240.0,96.24372,0.0,15.945009250000002,1.0,0.028754081904624584,,
gene:ANKRD54,gene,,ANKRD54,,,,,,,,,
protein:O95907,protein,O95907,SLC16A8,17.0,240.0,96.24372,0.0,8.410937287173667,0.881,0.0532150721084772,,
gene:SLC16A8,gene,,SLC16A8,,,,,,,,,
protein:Q9Y262,protein,Q9Y262,EIF3L,17.0,240.0,96.24372,0.0,10.142445536445537,0.91575,0.05594774117215806,,
gene:EIF3L,gene,,EIF3L,,,,,,,,,
protein:P61218,protein,P61218,POLR2F,17.0,240.0,96.24372,0.0,15.669564038171773,0.9955,0.06806668333993215,,
gene:POLR2F,gene,,POLR2F,,,,,,,,,
protein:Q9NRD5,protein,Q9NRD5,PICK1,17.0,240.0,96.24372,0.0,13.014981201044387,0.9575,0.0389571151499748,,
gene:PICK1,gene,,PICK1,,,,,,,,,
protein:P56693,protein,P56693,SOX10,17.0,240.0,96.24372,0.0,15.744374436090226,0.9975,0.0318055138784743,,
gene:SOX10,gene,,SOX10,,,,,,,,,
protein:B5MCN3,protein,B5MCN3,SEC14L6,956.0,4827.0,6409.9342900000065,0.0,10.108359263331499,0.9095,0.006262887370377612,,
gene:SEC14L6,gene,,SEC14L6,,,,,,,,,
protein:Q99999,protein,Q99999,GAL3ST1,956.0,4827.0,6409.9342900000065,0.0,7.647758059831542,0.86075,-0.040502787086279746,,
gene:GAL3ST1,gene,,GAL3ST1,,,,,,,,,
protein:Q9UDX3,protein,Q9UDX3,SEC14L4,956.0,4827.0,6409.9342900000065,0.0,14.23877430910952,0.977,-0.025550170916016413,,
